V1_0,beta1,beta2,beta3,gamma12,gamma21,gamma23,gamma32
3.913093716439625,-5.028091838090505,-5.35414949767263,-4.4094888467243365,-2.6926636517815106,-1.869000826590351,-1.9579491692221824,0.0
2.3486313914098984,-4.851421113578375,-5.901589534887431,-6.550241782080769,-0.2132843244682073,-5.815450371267007,-0.1312504636191206,-3.515793272279655
2.551471947594063,-4.874142855724326,-6.737002536289074,-6.183694619511356,-0.28259010614613356,-4.473073611373916,-0.47313783668334297,-2.2178463471662324
2.7866739976562727,-4.89480823744639,-7.220651277147151,-6.188636148611649,-0.6312523566623199,-2.8259122438632485,-0.20370979810635167,-2.3093759336429063
2.2453425730560337,-4.835126155718137,-6.2196139939966075,-6.50073076881387,-0.11160823653776498,-3.5772261963700247,-0.3797779888721255,-1.1321489489075414
2.0318726754127514,-4.825900734692539,-6.216428287037322,-6.295890066144675,-0.28577778811670235,-5.891788012760858,-0.5018865666670301,-5.5317428530005746
2.0575591662453454,-4.813080713974653,-7.758419924940743,-6.7886481991666425,-0.029017419227333963,-3.7532155223210997,0.0,-3.2884773917687844
2.2835624205909637,-4.836046383769302,-5.5919192173335315,-6.445744297042124,-0.15690013538370096,-2.1622607327589334,-0.20566882744725357,-2.068961625465959
2.2331538251005534,-4.827203713137786,-4.013682703617699,-6.558348039100375,-0.3028071941033487,-3.422180040000845,-0.06928293726796872,-3.173049894935088
2.047820547647894,-4.801749611138816,-5.360696628088161,-6.2921711184092,-0.11072444268256504,-2.458978197740047,-0.6585940576158227,-1.5795613234502075
2.1404429837407073,-4.804023825272286,-5.69581059925446,-6.2703426885837965,-0.0881796599829833,-4.805078911445084,-0.8279139061130896,-1.4502497632106381
2.483686007451759,-4.874141066088329,-5.8512067039618065,-4.497596470057895,-1.1579685053756268,-5.765615679018517,-1.9259435630430832,0.0
2.0703390710516487,-4.819907496927116,-5.517376518661277,-6.830415483337206,-0.08555170732052927,-3.2127925344645916,-0.11029689629129295,-2.9108416891518463
2.787670654340535,-4.8996980977721645,-7.010604890098469,-4.485172088430368,-1.1944756757685702,-1.5461256029532775,-2.3788681218574026,-1.625076896582697e-10
2.1489790217222993,-4.808247208209372,-7.300973469028133,-6.935840487064372,-0.014776787777383671,-2.2822600157013944,-0.0003901560891974576,-4.773665127640463
2.252195519093981,-4.846289494818223,-7.730143196845918,-6.386094661646517,-0.32987780154827073,-1.9946065456588,-0.35046673125711986,-3.298774712787227
2.0152446798279,-4.836021366643096,-5.5322490458980225,-6.694722458984155,-0.22039767489270057,-2.9681250676419126,-0.064383933613832,-4.132240801703823
2.000055605864798,-4.796540713418787,-6.649851854547481,-6.726815461464628,-0.05070716835053749,-1.6530421849237393,-0.004541247058135143,-2.560256777076908
2.405374539733063,-4.874591050284043,-6.053535912018689,-6.306859694630608,-0.3641573481255601,-4.554204844029149,-0.4642448467913602,-4.340499601538602
2.07293153223041,-4.832268448405979,-6.218130539667339,-6.592122344296101,-0.1916173957291395,-4.872834846938568,0.0,-3.9055820556421663
2.001376784181695,-4.804071618979693,-6.88520875082786,-6.523396483448461,-0.20590349367706828,-2.9515685390501405,-0.07227521183751495,-2.42871145447521
2.0009487512599433,-4.790309886269007,-7.342424911172848,-6.89610482220203,-0.013653847416208495,-4.438522877256154,-0.0001693994442071142,-3.2701106703465848
2.801437813527693,-4.892361187464093,-6.377900735330608,-6.22124079955312,-0.4529876700065025,-3.8470406671700204,-0.5036315819197519,-2.138845842189238
2.3012770999949486,-4.839712515239928,-6.048649772208935,-6.476182261475093,-0.14973710710249974,-3.4794457154585086,-0.3797059569387556,-3.0498302122385597
2.4716068756168488,-4.859292159811728,-4.1109056302599605,-6.539281847657726,-0.23019599988807096,-2.738065600196115,-0.1338133374249823,-5.156862812017435
2.0110775969569112,-4.8261596255944115,-6.460110021083054,-6.719687167952845,-0.16460278071549123,-3.4575897781132134,-0.07999196625456956,-5.140519023762428
2.476752261550778,-4.854342310181677,-5.945803789759128,-4.5937353325491035,-1.4807930403725917,-0.10320788692072039,-1.1596440262790033,-0.014224917579053835
2.48242219742987,-4.868471841540097,-5.440882226563755,-6.479628780391716,-0.2581221805647954,-1.6357168151655335,-0.4484267262241694,-2.331707216132656
2.2275761220580286,-4.8394160672949615,-5.488022584204038,-6.366609197370414,-0.4315122249151805,-2.5022157958828397,-0.019262691220093383,-4.443433907711728
2.1571927810930314,-4.830745182422879,-4.085642613826153,-6.645830337259619,-0.22766041636938594,-4.029272197002913,-0.07703518357087087,-3.1259638268005343
2.4509623821275075,-4.846980799301394,-5.981594209262377,-6.386857583967703,-0.30184374723295,-5.97693475229073,-0.34469941812433413,-2.518658757617048
2.1134268913196674,-4.823630787884353,-7.551727578390443,-6.569019018307959,-0.1997384919372483,-4.96620713216805,-0.007038121991402033,-3.4503886165555713
3.4233873649014717,-4.950632553226241,-7.567484239691985,-4.602297706485404,-1.3922502272161534,-0.11454048779806048,-2.6387262731349814,-0.07069187043962533
2.2845290894640895,-4.841007499536846,-7.627711175461204,-6.432500844194056,-0.3737328747159367,-4.984869373958899,-0.40008883119799216,-4.506093094429977
2.154266466940174,-4.83580792667062,-6.908137368706365,-6.386136206939797,-0.22496287332084003,-5.448611074963714,-0.3791242821188581,-3.0473092090844593
2.2925619798996633,-4.8504307687911075,-5.964431108050718,-6.207608361568414,-0.34427065057047046,-1.462557080294169,-0.8884134861870399,-5.932961762138636
2.0099062347084513,-4.828837971771875,-4.144753276388528,-6.7129626476910875,-0.07491484094466012,-5.6368843165861975,-0.026281427365173565,-2.215287051964594
2.237685824194852,-4.835863402046703,-6.344604644396649,-6.52431243742369,-0.06921505071153061,-5.3282354154087015,-0.30251199255946576,-3.1737066784220884
2.197378444467918,-4.840273189865738,-5.783218369070928,-6.482693365957439,-0.35572812094856393,-4.117170286181679,0.0,-4.619663875602717
2.007259056238018,-4.803830554526339,-5.092274525048408,-6.544173455223565,-0.20865248961218127,-3.3287056567470787,-0.032726247217861944,-1.3146056089039668
2.099282333899435,-4.802230526487003,-6.793914794718864,-6.619923992103246,-0.15999895586153468,-3.3620562580052185,-0.04443030014077909,-4.691247555403925
2.385271713124464,-4.86783876165387,-4.0,-6.31280455555054,-0.33997929781903447,-4.579101572892862,-0.48399528668162056,-3.751735824115776
2.2875151623074355,-4.852746702686424,-6.652254978697539,-6.4273667081542385,-0.18093729766105143,-5.465011899214313,-0.27563131237506827,-2.2128031749361985
2.232988776455961,-4.872889052724807,-6.002838408262292,-4.471213795598981,-0.8649322183352091,-0.12668918454989875,-1.7202136101817254,-0.004253939735832546
2.0427953437848245,-4.833802804047398,-7.2594908798026365,-6.656965050230664,-0.24029464735014586,-1.8774325409743908,-0.011365114922718585,-3.9529840084705383
2.2743953228860705,-4.8482659115078,-6.787086110880877,-6.645245370153358,-0.2704463943549425,-4.355755609649826,-0.11792151708547499,-4.696295140021513
2.0283480409601395,-4.82567458363048,-6.473516056779462,-6.701530536688066,-0.20119803538315528,-3.6157037207970957,-0.01331431595825805,-4.238872017072687
2.083712538160709,-4.857220438798591,-6.847678521872409,-6.535789961410796,-0.4067450607042458,-3.7004795403293897,-0.057836431690319955,-3.478900761393622
2.005207009488733,-4.8123618241019575,-6.071938384000229,-6.45257826145232,-0.0994919963337062,-1.0932725876139002,-0.354623932072516,-4.060236126195805
2.331431381480958,-4.8557089223840695,-6.427100518634717,-6.408049412820011,-0.197945472234761,-3.067659523767289,-0.41471531460195893,-3.708975879656927
2.5085180729719347,-4.8855059978959705,-6.2897311339715545,-6.496345730187761,-0.2744346102091977,-3.959963065125382,-0.2912799290834025,-5.840381050521827
2.2308172061902276,-4.863928282452547,-5.128134428427481,-6.4781942757237285,-0.424613111953842,-4.710163994982893,-0.0023195281098558167,-2.739660879772484
2.1696304538841646,-4.8174113803874965,-6.4475498970669225,-6.353901630182216,-0.21005970732173765,-3.5289681324573943,-0.47693911608818146,-3.5706598056379
3.857065265103505,-5.017111959781312,-6.0945899939432495,-4.444274019842969,-2.6671800530661223,-0.5581100645635658,-1.7459860498075361,0.0
2.667465115817264,-4.90613510022127,-6.873155600470336,-6.201362614872126,-0.3991016361368367,-3.146256136800756,-0.3916485863421108,-4.28347202264718
2.069984156197769,-4.840555746608679,-6.098283204865676,-6.700716944837593,-0.2665369244725935,-3.90793923133016,-0.0347128062509392,-2.1684098569367345
2.314175764080601,-4.856488345890049,-6.672930320951674,-6.4929163005993376,-0.3454134486637671,-4.986403730033552,-0.03387844417050897,-3.0405541773613365
2.065563990545882,-4.809784411032071,-4.291839504754545,-6.3570941434069645,-0.3428704775291762,-1.3836285085450075,-0.25728659354219285,-3.7168296751822725
2.0500739711755287,-4.8088391422290595,-6.3460859031749965,-6.810142414265722,-0.07042401120866679,-4.3901558078731,0.0,-5.17918935282596
2.014861435748245,-4.844849149921931,-6.9774253836161115,-6.708862148700122,-0.08311006784449226,-5.275355491836903,-0.11837067696290715,-3.094739721675565
3.6224013547698957,-4.979542755683874,-4.432154315622728,-4.460187626306754,-2.344934534531487,-3.0292980875053894,-1.825971819976483,0.0
2.005724067096671,-4.8161461035524695,-7.767222248027704,-6.540196379694819,-0.10975868000413168,-5.155018771541909,-0.2817898503056878,-4.750860745278516
2.149200197227515,-4.859858826437974,-5.649728606631941,-6.735165260376298,-0.20858191897763498,-1.5262272343314558,-0.015478468081791881,-4.484508702943277
3.528800829876271,-4.989267170334545,-5.869460702584516,-4.493164588618374,-2.3649757578236623,-4.381129078360554,-1.5517156562795613,0.0
2.247696925508383,-4.858828988728478,-5.958339204672275,-6.561745685606332,-0.17136438147275432,-2.7966202103949103,0.0,-4.54379119801716
2.4497724636394103,-4.887517701543414,-4.555500723329088,-6.239060783887329,-0.2749840060894222,-4.007289986737538,-0.681769294076926,-3.3708053491583936
2.000000001488627,-4.791006707748254,-4.239929645495642,-6.531431850051142,-0.20045156857957244,-4.426629068503386,-0.25760639229965,-3.735153157734539
2.624190514256902,-4.876417016718486,-4.62029517003152,-4.54432354628583,-1.33836337971921,-0.008170731839049086,-1.6310428791274503,0.0
2.046403603037091,-4.793765295744339,-6.329040428373235,-6.5105970221261105,-0.12350032852965817,-2.5176532716819073,-0.12627427749043918,-5.57945697354943
2.0184089855047973,-4.846095312982351,-7.147178537552614,-6.6505843989266475,-0.13123230620831353,-0.966642647800283,-0.2903064271647796,-1.969827375838543
2.014089236724785,-4.804556686905676,-5.792853215636704,-6.347670336213443,-0.23980271963554475,-5.597366809656208,-0.3655199908817385,-4.63121559543595
2.0015555066494612,-4.830084292898242,-6.877825700915509,-6.827560639316908,-0.13043554341627672,-1.607242796742139,-0.007566243292332686,-5.059157504671793
3.0206094165587394,-4.939691376961926,-5.4651212362815516,-6.018366272327009,-0.4284191279556855,-2.0685385743296107,-0.9399684157953888,-1.957521991617527
2.3408717273563164,-4.87205945812041,-5.700255742572579,-6.473283763799276,-0.4228290599210713,-4.838237395160217,0.0,-2.867004688951681
2.063940618436831,-4.815190749888499,-5.900016649903293,-6.366445312559971,-0.23240316819236712,-2.4740285877750425,-0.3418423410771921,-2.9713185639776754
2.266914559369743,-4.858649481595396,-5.180334920380902,-6.341598969681142,-0.3425147987692981,-2.259488362181689,-0.3720374165415319,-5.4470216901760065
2.033931329437248,-4.830876306008108,-5.914179164779537,-6.498268596322366,-0.1363119385195457,-2.2200440386926275,-0.3764598550784495,-3.2051158889350493
2.2998782505169406,-4.8704631277227906,-6.772331694259855,-6.573852085953096,-0.2935079050806013,-3.721287092558383,-0.1299810889620227,-4.63851651268629
2.148234139855718,-4.817702575594843,-4.028798312021106,-6.41354741278088,-0.14221966573500158,-2.3085408514530212,-0.3843232739665602,-3.370622576553846
