V1_0,cost
1.0,13.419786266495812
1.0612244897959184,13.289041786304104
1.1224489795918366,13.163162766965186
1.183673469387755,13.042370141616988
1.2448979591836735,12.926898770329633
1.306122448979592,12.816998518567978
1.3673469387755102,12.712926943237616
1.4285714285714286,12.61495696475571
1.489795918367347,12.523370313066817
1.5510204081632653,12.438453875172488
1.6122448979591837,12.360496726514135
1.6734693877551021,12.289796230203386
1.7346938775510203,12.226647659681731
1.7959183673469388,12.171346487997813
1.8571428571428572,12.12418950054864
1.9183673469387754,12.085464642196303
1.9795918367346939,12.055463451292878
2.0408163265306123,12.034467286926219
2.1020408163265305,12.022758033250284
2.163265306122449,12.02059930085072
2.2244897959183674,12.028265638249401
2.2857142857142856,12.046008247280788
2.3469387755102042,12.074086558554821
2.4081632653061225,12.112742265911349
2.4693877551020407,12.162213151655436
2.5306122448979593,12.222731367781527
2.5918367346938775,12.294512432477916
2.6530612244897958,12.377778145751668
2.7142857142857144,12.472726701775144
2.7755102040816326,12.579557911654849
2.836734693877551,12.698455405045323
2.8979591836734695,12.82959620433751
2.9591836734693877,12.97314629935005
3.020408163265306,13.129260247067442
3.0816326530612246,13.29807949351887
3.142857142857143,13.479733312015863
3.204081632653061,13.674335606104911
3.2653061224489797,13.881985663245562
3.326530612244898,14.102765235317325
3.387755102040816,14.336735983733604
3.4489795918367347,14.583942895839796
3.510204081632653,14.84441053507242
3.571428571428571,15.118139170504334
3.63265306122449,15.40510285360069
3.693877551020408,15.705252310016615
3.7551020408163263,16.01849965703501
3.816326530612245,16.344736453784
3.877551020408163,16.683810915254405
3.9387755102040813,16.523658906183996
4.0,17.399669201608
