V1_0,cost
0.0,16.175202246530475
0.09183673469387756,15.87689398996237
0.1836734693877551,15.586692230307783
0.2755102040816327,15.30514776879511
0.3673469387755102,15.03249402071264
0.45918367346938777,14.769024536783188
0.5510204081632654,14.515106954026724
0.6428571428571429,14.271196746609714
0.7346938775510204,14.037846594249261
0.826530612244898,13.814784255019504
0.9183673469387755,13.601153913942952
1.0102040816326532,13.397474413180436
1.1020408163265307,13.204366710506886
1.1938775510204083,13.022538872590278
1.2857142857142858,12.852778434926657
1.3775510204081634,12.695940305457059
1.469387755102041,12.552938741010284
1.5612244897959184,12.424727758540243
1.653061224489796,12.312288203599778
1.7448979591836735,12.216620498615661
1.836734693877551,12.138720920220699
1.9285714285714286,12.079578623798715
2.0204081632653064,12.040166930641389
2.112244897959184,12.021435641088129
2.2040816326530615,12.024303349193353
2.295918367346939,12.049658713455884
2.3877551020408165,12.098352042771243
2.479591836734694,12.171202142417187
2.5714285714285716,12.26898499634332
2.663265306122449,12.3924411775307
2.7551020408163267,12.542260000485726
2.8469387755102042,12.719092992504248
2.938775510204082,12.923533647746261
3.0306122448979593,13.156128526963833
3.122448979591837,13.417353819940043
3.2142857142857144,13.707630269199825
3.306122448979592,14.027292203586821
3.3979591836734695,14.376588597647833
3.489795918367347,14.75567509606239
3.5816326530612246,15.164597334939977
3.673469387755102,15.60327948686935
3.7653061224489797,16.071500949345676
3.857142857142857,16.568884297159148
3.9489795918367347,17.0948650551683
4.040816326530613,17.64867608694057
4.13265306122449,18.22930928933501
4.224489795918368,18.835497032297944
4.316326530612245,19.465681876077447
4.408163265306123,20.117982063430873
4.5,20.790173508983557
