V1_0,T_0,beta,delta,p,c,xi,k,alpha,phi,gamma12,gamma21,gamma23,gamma32,r,mu
114.90189247787384,1e-10,-4.821811509626429,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-0.3078832910408853,-3.024866138248038,0.04093353351416758,-3.199502173979037,-10.0,-10.0
114.90189247787384,1e-10,-5.9454351591241155,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-0.3078832910408853,-3.024866138248038,0.04093353351416758,-3.199502173979037,-10.0,-10.0
114.90189247787384,1e-10,-6.814294769650785,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-0.3078832910408853,-3.024866138248038,0.04093353351416758,-3.199502173979037,-10.0,-10.0
