V1_0,beta1,beta2,beta3,gamma12,gamma21,gamma23,gamma32
2.048312675622903,-4.825035814071325,-5.899454117899636,-6.971562953701295,-0.2926018120674054,-2.283278549425268,0.15591929630529097,-1.5925812759219653
2.2324812660395086,-4.828478170041213,-5.4929479841734965,-6.630957801914753,-0.31183789068918366,-1.2195609043575295,-0.19989167423110177,-1.9506965664677056
2.261691622993255,-4.854747316220889,-6.309715489601644,-6.666844573505573,-0.4079519458584518,-2.5885170323658846,-0.06321053462042414,-2.7498890225148678
2.9640046598729057,-4.905837462422828,-5.204910364555037,-4.186353116446389,-1.4716440141357239,0.9040966525744236,-2.4777775058072273,0.9974584289838028
2.263267788597944,-4.8372039688572706,-6.091994122599955,-6.679584824175811,-0.32015533661098555,-2.047246109457091,-0.07178339602846999,-1.8604194651388395
4.319611782235421,-5.033337911262706,-5.267953159674911,-4.23016291423293,-1.9721468244586955,0.8852694346601142,-2.58122257989978,0.9980621829782921
2.6096039801682487,-4.869504468601583,-5.710883980916256,-6.3379945418562595,-0.3949579999114752,-1.056722865679601,-0.5623856904587979,-2.283238241601698
4.103861185533849,-5.112987025324724,-4.653544225942485,-4.229089803589531,-2.045738606062268,0.8589598772100181,-2.2850177281696893,0.9892491374695477
2.4348221645429087,-4.863576017226521,-5.073855981185998,-6.571374499324441,-0.4028992412643465,-1.999710368594454,-0.19564179355739492,-2.5724907488241016
2.484500365954296,-4.571285044595683,-4.7919175027715,-4.234671010796808,-1.8270192313757714,0.9980951352512554,-1.0715233562868944,0.9980196202978233
2.768896981860095,-4.772784311056023,-5.717491128610801,-4.199175674149047,-1.7520257894354063,0.8845532866744671,-1.8524326793749741,0.9984786176520866
2.0125757983962025,-4.803152452435577,-5.401612829549521,-6.919012813492447,-0.22803828554455333,-2.0736142725379425,0.08595880096424988,-1.7546901107273654
2.2612922973239478,-4.728514102907535,-4.145297214853681,-4.238029139927416,-0.9827961450132298,0.9424854296831187,-1.5072365400034267,0.9987354398373626
4.032574165699825,-5.005202109989259,-6.401966442341021,-4.229237214118947,-2.2003170081654613,0.8716155461912829,-2.1100189961446416,0.9929164282014887
2.064357659776226,-4.817006345798031,-5.379969323859502,-6.878259077796331,-0.27619924671274376,-1.820851866094241,0.100709440749586,-3.4469605697619508
1.6442822411215035,-4.737858286033998,-5.829101694469834,-6.9725205643491615,-0.07105310084916108,-0.834400045778876,0.14392926688461724,-1.034010550792264
2.179892733460649,-4.819427765218754,-6.511042192560787,-6.628708641073952,-0.2921701586840049,-2.318904208958796,-0.17341963322771559,-1.6204861891058089
2.1926695638705143,-4.85950137091554,-6.283824745978907,-6.880109078778352,-0.4135484416109744,-2.6523200573444603,0.10466311958565479,-2.7424865169225146
1.6871236405424135,-4.79069674233187,-6.746677310106717,-6.995698865359585,-0.29365262833467276,-2.7012748970783695,0.2280239144803955,-0.6082027608861654
1.686814368826857,-4.782876686598306,-5.905959700308021,-6.975022588260796,-0.24968793799588965,-2.2947705066307007,0.1298174466238672,-1.3322831148746777
2.3992565583222265,-4.862387189228675,-4.197293900425935,-6.49350995976331,-0.43514943366577485,-1.3046192738524702,-0.25353840553382545,-1.115435588113197
2.4599812701911636,-4.858520246335812,-5.195526512779907,-6.533818493717089,-0.3768830409022063,-2.335802796961724,-0.22896880822314486,-3.264742696588234
2.600731045112185,-4.877588856703541,-6.8865491053893955,-6.348795970460757,-0.4039328580168137,-0.5245860599731111,-0.5412720460300962,-1.8677553046812787
2.3503805859828195,-4.853033394112749,-4.812941364446374,-6.609432378242409,-0.38439765099316686,-2.673803252279495,-0.16077268519790386,-2.977691937921608
2.233686288003383,-4.846714195813068,-6.136828991545175,-6.955600138792178,-0.32157863641869205,-1.8969552029776435,0.14675169446075848,-1.9192404156498286
2.1264889942237515,-4.817327727050038,-4.177414342174293,-6.911157135808191,-0.24568792012592494,-3.9312310931134244,0.12501846293160349,-1.286866462951437
2.3540408567172593,-4.863690403586226,-5.646818613454584,-6.780215318839747,-0.3840857835995334,-1.5610510888725353,0.033440803334810816,-2.6281143295771057
4.345480869699051,-5.070178858175041,-5.169762999950177,-4.207920380116325,-2.6415649156942886,0.8815844071154398,-2.2843425555950065,0.9998436016195618
2.1853983396858245,-4.632913487950649,-4.845720212540055,-4.19545565626014,-1.2556780114061155,0.8914286249100845,-1.9250169714013363,0.9956815302894177
1.7899339567640706,-4.66917782879873,-5.148825540730818,-4.212336771439959,-0.906835712905301,0.9392440583765969,-1.5515278957647376,0.9993436466191593
2.3585711424149025,-4.706562759842614,-5.198236851081448,-4.180754479354185,-1.432555943222345,0.8895298077938097,-2.1083923304016534,0.9942047372958919
1.9909690820749335,-4.807626542682516,-5.384929446398914,-6.994011897587741,-0.2349851738554017,-1.8857101739791955,0.154337932907396,-2.739598857803909
2.3895005154034368,-4.874089731594912,-6.208799021930818,-6.5599165936296835,-0.46666333919484915,-1.5076265994060192,-0.17136380085772357,-2.8782203585456734
2.015853660791471,-4.825516463905304,-4.701952802244332,-6.958857880115703,-0.31894785884577703,-2.7848251765241745,0.14455514908261202,-1.5731015048460193
2.5520234305601104,-4.762428049019448,-4.286035148343551,-4.196106260352545,-1.3505522502618514,0.95789949594213,-2.05995980672342,0.9998703988635828
1.354343048868624,-4.3919110963758365,-5.457755121387799,-4.22628053359172,-1.5517337722893085,0.8817675860953526,-0.7497036086039689,0.9961227897167093
1.8448449212723994,-4.778194823181301,-6.55097014133006,-6.639497358151232,-0.22776868465182615,-0.9447127793119929,-0.15473053332728312,-2.929842831518225
2.3613090987271192,-4.824252049508031,-5.152853785467254,-6.525361357311508,-0.2716043727148835,-1.7157565716012446,-0.3242713094473716,-1.2541472125544812
4.250276043370463,-5.004836402079483,-6.858955409209419,-4.209895138129213,-2.3828223514267255,0.9088816688994703,-2.4257875357973058,1.0
1.8176981978341156,-4.778772327363973,-4.197187676757718,-6.831526363388897,-0.21063441323575904,-1.7311074572037175,0.02903949147364851,-2.4838036638750793
2.1750382567826834,-4.833083907800805,-5.625971457756405,-6.570877742819519,-0.3635628148950176,-2.8140928437555552,-0.2104995018696174,-3.043486251314694
2.017812710524383,-4.788003673707897,-5.520719999635957,-6.59074441802276,-0.22362291840624748,-1.6636622378655193,-0.21113656303966566,-1.6955394679609899
1.985360885400827,-4.7943623426592925,-5.0183305182459055,-6.6329209595352685,-0.25836512574304044,-2.0920031778461263,-0.1686353523204814,-3.5095615465801115
1.8534335426227417,-4.81862718795748,-6.800929207240258,-6.773503990917539,-0.37353428411878614,-1.3712815823169773,0.010616209531783017,-2.3196832817795876
1.997480515203979,-4.843397860286039,-5.521638653646082,-6.7107907964261635,-0.45013470757822277,-1.578611367811004,-0.03538120945235731,-2.6334941088571338
2.186606170210497,-4.772505226326782,-5.344963437255923,-6.504322942853346,-0.03995543392980102,-0.06248684067031734,-0.3633811972120041,-2.7548331947912543
2.0337375161244684,-4.824734026479772,-4.6491249103559955,-6.719580859829873,-0.36115615818195884,-1.4855624479778597,-0.01973177015788343,-3.82185501291723
1.7971814010158413,-4.789394663896654,-5.71418450209723,-6.988997414752835,-0.23373438044664044,-3.5745606916654964,0.15050475628166024,-3.047470874067296
1.9721661002566508,-4.797050719299862,-6.00026033170863,-6.587531981497729,-0.2642694851066996,-0.825045733244716,-0.22805340604110494,-3.52155437329993
2.3795828205054295,-4.604813737114492,-4.656635185709439,-4.214459343109249,-1.899774945887923,0.9118760006741979,-1.1714426116760661,0.9989402452203406
2.2819826243937005,-4.85190328846967,-6.314817468968034,-6.546385812629038,-0.4141259689005914,-1.972802281152036,-0.25345438142250654,-3.7147782355150127
2.20138084327922,-4.832130610419203,-6.723706942620916,-6.956503157296483,-0.26678821894082183,-1.634982728809134,0.13577582757740583,-3.4631791234986387
2.1194562745677534,-4.820160890831813,-6.138119009886502,-6.657082386644241,-0.3235476026739421,-3.287450549514024,-0.07196974351693491,-1.361032620249249
2.1861678299291554,-4.835863159800902,-4.210611296529683,-6.657379421992506,-0.3041725605105865,-0.12388397387481842,-0.06390403787869013,-2.430108844644294
2.4142530322737645,-4.732546658770908,-6.272808232757774,-4.180033413532652,-1.3892181342096603,0.9303686008473062,-2.173753610175618,0.9992277682547561
3.4506460309189717,-4.947774998244846,-6.659887276688112,-4.205879568306571,-1.482120224919099,0.9174393876601585,-2.631604662651946,0.9917993969760643
3.288756786649105,-4.939763713001145,-6.378638889079609,-4.205315328123291,-1.4282032443118506,0.9129560503030383,-2.512427242080275,0.9998457814428413
2.1975092587983323,-4.839255861541493,-6.483895132909837,-6.922280793684064,-0.30105123760317326,-1.1836563633279817,0.12669977318706135,-2.033323505172501
1.7967069807347114,-4.805503028833414,-5.227483858621654,-6.991656154145374,-0.30437705999511244,-3.822564386814787,0.14543113582546363,-3.9736682063259123
2.47974735999967,-4.867680559129849,-5.621176982678301,-6.621743334096292,-0.4340583259112668,-2.340198408767917,-0.04048891442291684,-2.3007144494785816
1.9823801930138352,-4.784410282932623,-6.206728656768944,-6.5651056035068285,-0.3347834238151701,-1.3553283119239927,-0.09886567631197543,-1.5393213276836766
2.116834228123678,-4.841085560100516,-5.5757139828315685,-6.982702930516558,-0.34105032683996483,-3.0952111176931028,0.16435382266438323,-1.4285387800375813
1.6243018770427256,-4.763585844984524,-4.345551998531759,-6.957416364165501,-0.2014855416726504,-2.4008007901136983,0.14196883750122083,-1.1922073250653373
2.034004471998192,-4.843720576076369,-6.112344997412025,-6.924177026637822,-0.39533040379952844,-3.31934103681501,0.1258233337811916,-2.8509311929691776
3.0039115801220855,-4.809513692067193,-4.239285303487856,-4.220036931091502,-1.4696285785085637,0.9403418815694887,-1.9987474005422339,0.9976595806214156
2.471228428978957,-4.883264105955794,-5.3935522991790394,-6.9931309951522245,-0.44121887431768336,-3.1156236825485144,0.2896966685002132,-1.9168014086974923
2.067902581824882,-4.825427696877244,-5.303709018954431,-6.94115232700096,-0.29817938242549336,-1.0632782555356664,0.3659682425829429,0.00848007561446515
2.512592847633156,-4.873650513466798,-6.4742879488613925,-4.2129342896801925,-1.1274178943755373,0.9673418074155409,-1.9188308750810577,0.9979737888025455
2.1645426527478935,-4.832937572572179,-5.548070345921494,-6.491188996913577,-0.38138013292725503,-1.4184281647742143,-0.3311807481768097,-3.094331637048378
2.1709005953126552,-4.810951909424913,-6.717390675933233,-6.345406064812502,-0.30735334402257125,-1.3058619508200338,-0.6098996670816378,-1.962266898999386
2.0396647037101197,-4.825368630798864,-5.9601584241582755,-6.560142371230824,-0.37282606439292004,-0.9548616548625085,-0.2169169707939343,-2.9656485000511155
1.9063849047297279,-4.818709393656817,-4.480565453148092,-6.772340120391001,-0.3727323758020944,-1.2480216321488977,-0.007278447800298293,-3.153250681591847
2.237534417374907,-4.8147249575397115,-5.71594378863345,-6.677770821231327,-0.15633256345229324,-0.012399682475814052,-0.06633052271128961,-1.409737141200335
2.349587165068346,-4.858445763890563,-6.444213297335663,-6.959964409298832,-0.3347473628630939,-2.8549249327373323,0.15400317681057052,-2.0048225676131253
3.410877310887389,-5.026102092591113,-5.186589180612224,-4.202135329899281,-1.3344600306915229,0.9068628015541061,-2.770441714068338,0.9959372571292432
2.207926655369852,-4.817714713614523,-5.913222903709215,-6.689106149403069,-0.27791707809156874,-1.5491969038075073,0.02988844995416917,-0.5246185410755719
2.2967506483555593,-4.844205007571876,-6.89016445212102,-6.8920723214555055,-0.2948558466103041,-3.496631772325902,0.10945650711360341,-2.811603293503967
2.567435461280952,-4.8670239673873406,-5.240941480026745,-6.539660536710699,-0.3699297096851838,-2.8059336357839437,-0.23243234605802576,-3.4685721155694957
2.811584168872536,-4.895425451539493,-5.631981696584392,-6.424200276272677,-0.6033805356777581,-1.336569831297148,-0.12760668286504154,-1.7830306847336905
2.067320182625191,-4.80343953229327,-6.222507057300521,-6.595120284965257,-0.2455718654244241,-0.591457739900557,-0.19976249642543165,-2.5022604295296436
1.8664031846656004,-4.798345147567257,-5.310654544252219,-6.536982707882248,-0.34429316241058955,-3.15269250576153,-0.2541374853317555,-1.4335346333196588
1.8972174199332512,-4.790465265422867,-6.1948803113818816,-6.983407044232766,-0.20031897916111907,-2.722079970786041,0.13999984844647662,-2.840002600947896
1.8501605235148058,-4.757191870440456,-5.1321292191963215,-6.716222102775613,-0.13231037641879892,-1.0736794529545166,-0.07784458785214425,-1.7367520670349728
2.278783342623294,-4.83482757134884,-5.6535313871189885,-6.829945199473522,-0.2769201567637064,-3.1198346903910075,0.053632043298085214,-2.751156422775742
1.69916409439245,-4.742703663165949,-5.85776779164055,-6.410575347764282,-0.1804763914322418,-0.9213181318441724,-0.5550200480007109,-3.0625129110265497
1.987600648826728,-4.781004827289917,-5.58701430731425,-6.356612218392375,-0.22340856881261884,-0.619680636251585,-0.6259232116954021,-2.5421909451173406
1.6288949064300966,-4.778575186055511,-6.311165323649805,-6.895408425307021,-0.2584159012484868,-0.9613896552650917,0.08909072761613412,-2.0832038899608505
3.3609739215003764,-5.025246511411116,-6.087306417511341,-4.218020232505288,-1.2210495328591624,0.9130122695446874,-2.570167443657162,0.9968310033775025
1.803940585457211,-4.797655691801481,-6.588218117863438,-6.6914085219154495,-0.30445063030875336,-0.731449895899148,-0.08223093094299351,-2.0977220357984008
2.136310334875823,-4.801312745751102,-4.976690667761658,-6.979718099677903,-0.15996744992975998,-2.7642096507721057,0.14780444181968552,-1.6540261972806303
1.7571658939346035,-4.6187805115339,-4.315995368308024,-4.198162739098229,-1.1445178536227338,0.9657038614297844,-1.5383828204285457,1.0
1.4992835613756497,-4.765929824332775,-4.003956521385779,-6.881384803283092,-0.2643773492717436,-1.926875737082357,0.05865196543635257,-3.029373276511484
1.251647477559791,-4.688809000025752,-4.466236400695268,-6.993733891835551,-0.02474816121726425,-1.435661025050822,0.10504762164489924,-2.837074268072999
2.242474820703719,-4.837816455717105,-5.992063991217454,-6.425796445666593,-0.3854013651334198,-1.7332850349017939,-0.4280967770450444,-3.458486775170014
4.32556208355887,-5.170107897189824,-6.647509542481002,-4.197765371693066,-1.9663415414818337,0.928054108880974,-3.0719148988233913,0.9983492809680392
2.113468749708986,-4.785095671087678,-6.297792559916657,-4.218419997248446,-1.3758004672903463,0.8934578705166789,-1.2506541175444699,0.9996329852367145
1.837501428436211,-4.7691968954958925,-5.9464910743226325,-6.998782574688832,-0.12913980807327174,-1.3152618330699362,0.15004632648849134,-1.7108678853010004
2.7741001712936333,-4.8876457513713625,-5.5740656892889655,-6.354169259803581,-0.4654518251969861,-1.4393314403293558,-0.4467301844813468,-2.585937854573872
2.167848161041217,-4.8120313338503165,-5.747459330467374,-6.569607281055719,-0.26843914749506553,-1.33407936900994,-0.22488665973028238,-1.7404830035582513
2.420687048230903,-4.85212943934966,-5.213128678414966,-6.755717792185126,-0.31142999139286587,-3.5120438444514446,0.00922799649449873,-3.400907925382788
1.721661675208884,-4.778737442343436,-5.988795710673362,-6.797013758593378,-0.22200404015384603,-0.521246874549145,-0.007960802588596272,-2.6029711909972257
1.278151751269064,-4.741670702663951,-6.900476662887256,-6.984600006378545,-0.15443947675735115,-0.1252391702997945,0.1313439249990088,-1.74549140220743
2.5513476329958857,-4.875439892680286,-6.962690579042656,-6.488068452234172,-0.42207704279753117,-1.491944538230495,-0.3134886548304146,-2.430358146906277
1.8728112651123923,-4.5954034278494635,-5.612591219842184,-4.213843232827874,-1.1927458087695402,0.9975487061173756,-1.3745308485416539,0.9997447744232216
2.09336129973944,-4.810878457446803,-5.658984931207091,-6.708639226352139,-0.2769337127067959,-2.3218133233310803,-0.03823353691977527,-1.226421763819662
2.3870186103599016,-4.835809325973111,-5.337853952939267,-6.4578510779874865,-0.31838358107903947,-2.8852689328995194,-0.3686911039105786,-1.487185913095835
2.0272264562817086,-4.805940241322007,-6.263592835078275,-6.952511463634256,-0.2234747843322242,-2.059862795297127,0.11301279257628981,-3.8113614449590125
1.8287490922391048,-4.7985065711825206,-4.179587644209012,-6.95828384949249,-0.2689757696686204,-2.9670418817437185,0.1301334818974411,-1.863627851370711
2.263895504657979,-4.844519143303782,-6.628116165489514,-6.4393042546545205,-0.4082609796631371,-3.1181806367889724,-0.37137013490875315,-1.353980276168668
2.212527681729041,-4.836094568832026,-6.682403491193526,-6.566676896625595,-0.3576999401638802,-1.4746419653307805,-0.2069848186071441,-1.8874259025627158
2.084554494822893,-4.812485116347435,-5.7472381578892495,-6.287830734307414,-0.3551293382624133,-1.0094675505418131,-0.7294384332909933,-2.9030277922024306
1.6822969992983865,-4.784108673892155,-6.5094471607420115,-6.9906201576810885,-0.2486848977360259,-2.15481771284018,0.14677090527642978,-1.6700038966043824
2.7103464835465956,-4.694702929600805,-4.237939673586235,-4.2147361383934365,-2.2438291336403178,0.8664138391083337,-1.073519679775403,0.9986174036046529
2.1703627825721337,-4.848544546799534,-6.142825016510318,-6.98200081131487,-0.3460131928606746,-0.6617999565565025,0.19665287833502396,-2.0982304533833678
1.737642001531722,-4.764354498113105,-5.8374132943284,-6.908369677185216,-0.16262811574009028,-3.848845818085502,0.08595181549352791,-1.6832226233150875
1.9738606669034975,-4.785772750068105,-6.948482257977313,-6.870230808079529,-0.1725932564413709,-2.857143461666146,0.05543036073006552,-2.1954744058622935
2.2577448645214204,-4.852068947332678,-5.94978616138607,-6.552681454296013,-0.4202585626118868,-1.357121654534,-0.23526938723897664,-1.8748744122905754
2.1237896779221472,-4.829113511641562,-5.315611143535627,-6.733960222214361,-0.31413683314623325,-0.6950762370950521,-0.04251177539112437,-1.9993416185049444
1.4917327483365508,-4.712654805201532,-4.884400616634886,-4.2216111197479265,-0.47570389775975513,0.9828973057704818,-1.4705555951369917,0.9991507238624909
1.7896018055765748,-4.7936992175882835,-6.617044555343094,-6.986905481525113,-0.24922182568597095,-1.2386167259798624,0.15189820933945136,-2.5088892567183168
2.2418056640564306,-4.8512216944279265,-6.15199205277876,-6.913638873629993,-0.35669271376262823,-1.878966388679044,0.09350295065044298,-1.4960803361672006
1.8657886529094274,-4.792923413837364,-6.512217708121887,-6.8881464493640046,-0.23687675114227383,-2.459100412751791,0.08247736238606006,-2.651534050557466
4.15924823680922,-5.154516945739419,-6.336578488299368,-4.203243410131771,-2.39542334035474,0.9163751322956482,-2.4003391226053243,0.9990706951455961
2.2166237864490106,-4.764726618289737,-6.0212120946521885,-4.200642272544148,-0.6292711025535039,0.9782130176755314,-2.37124915246657,0.9951287345600859
2.239095943991571,-4.840161543332027,-5.495482619041294,-6.586796440779456,-0.3702071968963566,-2.2100781087145194,-0.20447462442732448,-2.634512163050951
2.312044508071236,-4.832612138973353,-6.282531057364255,-6.555059408148631,-0.3080931178941441,-2.473322347892803,-0.2315835685507934,-3.1539494209627392
2.5748612634035104,-4.805869512869,-5.055019622636693,-4.194585862060439,-1.5911890988206268,0.9994662945153484,-1.8381011590990881,0.996132171840124
2.058626921014423,-4.701179053606656,-6.2469741593197705,-4.2119654522764245,-1.4118075882348844,0.8872295571101918,-1.3262111600624986,0.9967827935017111
1.9762114440940777,-4.809410992898435,-6.113035735737843,-6.868369715305788,-0.2751839958108537,-2.604891285437462,0.08497859237615979,-2.8217594795290606
2.4463109307111,-4.882422003844529,-6.206848253372161,-6.551703031513457,-0.4820736018232736,-1.471025219009634,-0.17726135954389713,-3.6153177640422047
1.8368868567354026,-4.80040563512078,-6.758323089389151,-6.795715311161385,-0.301307435681912,-3.0588802023925914,0.01766331288449463,-2.5697820621399234
2.2589349538130135,-4.853598688292449,-6.92678592788115,-6.836523843350091,-0.3638057752776263,-3.1533305160222667,0.08062859687259379,-2.328930671735624
1.7826185831792223,-4.7695559425655105,-5.1544340560609365,-6.565239689731938,-0.29339181097279865,-1.5291586952922769,-0.19199208144384552,-2.580784566242877
4.48387568392287,-4.067500997730822,-6.1552186700047145,-4.204334233725051,-2.7637328905212644,0.9218914700954985,-2.8455425907021126,0.9968810510777755
1.77272427056604,-4.793978072404935,-6.510202438070981,-6.972177580988575,-0.2678125166180266,-2.30263551618929,0.1100221349536356,-3.234980808040612
1.6855894769681006,-4.750229542031152,-6.461326346379101,-6.988090208289445,-0.08944527205624452,-0.48952933388925357,0.22318130426596294,-0.4616917149402237
1.787970890109824,-4.795778767265928,-5.358735167224976,-6.841425119297074,-0.27950096324655777,-0.8676328869548419,0.056497321908506516,-2.7838779058577887
3.5131791671925656,-5.024850416573914,-4.521011236370486,-4.194615095336779,-1.6322393008851526,0.9074745176321457,-2.6747475165101777,0.998928302343721
2.9300878711388574,-4.7941317868199285,-5.128050864385667,-4.2054830963839125,-2.071669264589252,0.9047677359150854,-1.5500644369019811,0.9999906795326812
2.1493994494857294,-4.835637809934887,-4.889734243879898,-6.9697225469868105,-0.3079833051849468,-1.393518867956168,0.16561126647545385,-2.5852675037254156
2.3165917646705534,-4.860300888968999,-6.45472931323454,-6.381191425581671,-0.47258844246577913,-2.434008721830888,-0.4787427046753632,-2.6319760292538694
1.8504474353875888,-4.771416760184669,-6.28584552219871,-6.598269307519067,0.07205693710427127,0.5806937314973621,-0.23837703372101954,-3.337364809097724
2.8942708579705947,-4.938449657367243,-4.16799203830789,-4.2051374710513265,-1.3609914918301236,0.9026817415096983,-2.1931671909943935,0.9996133735806546
1.9372933354227333,-4.781432205640687,-6.2019108950631665,-6.836976150823157,-0.17315340330425943,-1.8454390651808428,0.0372016460411204,-3.8253892701901506
1.9943757927802865,-4.831056461943159,-6.452148484127082,-6.705940137553315,-0.3954726617967734,-2.311874876681174,-0.05424227423317405,-2.794436386058814
1.9483564783233378,-4.794048026203497,-6.335785559188329,-6.539980474506662,-0.2942461096614566,-1.9193430882062053,-0.258192711615495,-1.5653443692562057
1.7922353252818395,-4.804865027938311,-5.976898771318552,-6.984194908558563,-0.2472509608527767,-0.21932366834282194,0.1473393871721634,-2.9124065178240475
2.6891863001159693,-4.892607396371574,-5.374280013373925,-6.327645409484694,-0.482223367115276,-1.9211860622040209,-0.5787417256344708,-2.1323002852234305
2.1172184323011076,-4.843989414054086,-6.59433762556663,-6.891745143849245,-0.3775374497196967,-3.241753160204292,0.1328954380002882,-2.7137577815338108
1.944329933055577,-4.807735959992861,-6.601622080333002,-6.640861713164154,-0.32462009413714465,-2.2314530555196894,-0.14721965609874565,-2.9993364427271128
2.5439246981767707,-4.799627171743125,-4.301911100944463,-4.191621266159567,-0.9204395601653315,0.9748035854399302,-2.5268627342468237,1.0
1.9451079412169958,-4.811885766391824,-5.807391573453038,-6.668360936455841,-0.33816579643898786,-3.173162680779989,-0.11058679432417132,-3.966558229253296
3.4961922409945254,-5.1161181442897,-5.324686742941314,-4.211452925175958,-1.096934410542455,0.9410941590061103,-2.9148166131267215,0.9933227223178552
